row_id,track,phase,model_label,source_file,reason
A::breeze2-8b__bf16::4-1::translated_aim::2::5605d108532336ea,A,,breeze2-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\breeze2-8b__bf16\results_breeze2-8b__bf16.json,absent_from_clean_csv
A::breeze2-8b__bf16::4-2::translated_aim::3::96b58f66f4e8ffe0,A,,breeze2-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\breeze2-8b__bf16\results_breeze2-8b__bf16.json,absent_from_clean_csv
A::breeze2-8b__bf16::4-3::translated_aim::4::862c30766a1da181,A,,breeze2-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\breeze2-8b__bf16\results_breeze2-8b__bf16.json,absent_from_clean_csv
A::breeze2-8b__bf16::5-2::translated_deltagpt::3::b174aace74cd1398,A,,breeze2-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\breeze2-8b__bf16\results_breeze2-8b__bf16.json,absent_from_clean_csv
A::breeze2-8b__bf16::5-3::translated_deltagpt::4::34573904370d0992,A,,breeze2-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\breeze2-8b__bf16\results_breeze2-8b__bf16.json,absent_from_clean_csv
A::breeze2-8b__bf16::9-3::translated_con_per::4::db38ab28406e5f6c,A,,breeze2-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\breeze2-8b__bf16\results_breeze2-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::1-1::translated_antigpt::2::4e3ceb2f2e8170c2,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::1-2::translated_antigpt::3::95fbd5909aa4353c,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::1-3::translated_aim::4::300dc580c1b27f42,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::1-3::translated_antigpt::4::0245e44b2ef764ba,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::1-3::translated_dan::4::a4587d45957a2b06,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::10-1::translated_bh::2::c719a1b69ddbce64,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::10-2::translated_chadgpt::3::5a48f33cbf71a30f,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::2-1::translated_hackerman::2::e1ca7a812e73ea38,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::2-2::translated_aim::3::b7ecb9029445f0b1,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::2-3::translated_aim::4::524de58bf76bf708,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::2-3::translated_balakula::4::e615a4ac337bd7fb,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::2-3::translated_dan::4::3feb708dcc8d8311,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-0::translated_hackerman::1::41522507b781c1dd,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-1::translated_aim::2::d64ead24344e6625,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-1::translated_dan::2::191875dd00a3da60,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-1::translated_deltagpt::2::4d299733aea822d2,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-2::noAttack::3::dc2d9f333d87b9ac,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-2::translated_aim::3::c9ea6e603b3c3b4a,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-2::translated_dan::3::c9ea6e603b3c3b4a,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-2::translated_hackerman::3::c9ea6e603b3c3b4a,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-3::translated_aim::4::ba16fa9a6528b371,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-3::translated_dan::4::ba16fa9a6528b371,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::3-3::translated_hackerman::4::ba16fa9a6528b371,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::4-3::translated_aim::4::3f6dc0f0f2ef19f0,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::noAttack::2::93c14c187491b3e2,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_aim::2::9673f605b77029ed,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_antigpt::2::044822fa21b0ec25,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_balakula::2::73303ad404345b09,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_bh::2::69750da179255522,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_chadgpt::2::af7a657f134f2775,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_con_per::2::2b84b8c802b600b2,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_dan::2::e2ffdf7fbf8a327f,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_deltagpt::2::02de6f1284f15cdf,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_devmode::2::29447c3e432dd739,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_eva::2::088cd0c7ea074ccb,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_evil::2::b267cebcc4ec8461,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-1::translated_hackerman::2::c63856ef1c9272a0,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-2::noAttack::3::04d7334ae95266e2,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-2::translated_balakula::3::0d8cad47fc12d3d0,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-2::translated_bh::3::6dda33014bb5b348,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-2::translated_chadgpt::3::bb66e03f4184e81f,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-2::translated_con_per::3::1af09941ecdfd12d,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-2::translated_dan::3::cb2a3e8e0152c2df,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-2::translated_devmode::3::c6022d77a513adf3,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::5-3::translated_aim::4::9a1297b967c2ea96,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::6-1::translated_devmode::2::d8ba45222dc48994,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::6-2::translated_bh::3::be27ac190bb684f2,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::7-2::translated_aim::3::5c40b80e315676b5,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::7-3::translated_dan::4::a21243f90167bc43,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::7-3::translated_deltagpt::4::bfed315a05bc7826,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::8-1::translated_evil::2::f74bf38632700a7b,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::8-1::translated_hackerman::2::4c8ad86f88255e4f,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::8-2::translated_devmode::3::38f71bb381fa3aad,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::8-3::translated_evil::4::4fc93253ae1f8bc2,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::9-2::translated_bh::3::ea1c015c5ab751e7,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-llama-8b__bf16::9-3::noAttack::4::2deb5934c6534495,A,,ds-llama-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-llama-8b__bf16\results_ds-llama-8b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::1-1::translated_antigpt::2::fdfdf5cf9463e06c,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::1-1::translated_deltagpt::2::fdfdf5cf9463e06c,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::1-2::translated_antigpt::3::a0b194b4dc2aa371,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::1-2::translated_deltagpt::3::a0b194b4dc2aa371,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::1-3::translated_antigpt::4::89fea375c4194140,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::1-3::translated_deltagpt::4::89fea375c4194140,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-2::noAttack::3::983bc97f96c90df1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-2::translated_aim::3::983bc97f96c90df1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-2::translated_bh::3::983bc97f96c90df1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-2::translated_chadgpt::3::983bc97f96c90df1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-2::translated_dan::3::983bc97f96c90df1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-2::translated_devmode::3::983bc97f96c90df1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::noAttack::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_aim::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_bh::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_chadgpt::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_con_per::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_dan::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_deltagpt::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_devmode::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
